#S 	 T 	  n 	 l 	 m 
3.7200e+00 	  -0.0000e+00 	 0 	 0 	 0 
1.4755e+00 	  -0.0000e+00 	 0 	 1 	 0 
-1.9980e+00 	  -3.1005e+00 	 0 	 1 	 1 
-1.3351e+00 	  -0.0000e+00 	 0 	 2 	 0 
-3.4100e+00 	  7.5431e-02 	 0 	 2 	 1 
-4.1120e+00 	  5.1006e-01 	 0 	 2 	 2 
9.9181e-01 	  -0.0000e+00 	 0 	 3 	 0 
-4.3750e+00 	  9.7692e+00 	 0 	 3 	 1 
6.1770e+00 	  1.7631e+00 	 0 	 3 	 2 
-1.8073e+00 	  1.3237e+01 	 0 	 3 	 3 
1.1058e+01 	  -0.0000e+00 	 0 	 4 	 0 
-2.9144e+00 	  -1.0231e+01 	 0 	 4 	 1 
3.5351e+01 	  3.8763e+00 	 0 	 4 	 2 
-3.2670e+00 	  -1.1323e+01 	 0 	 4 	 3 
4.0644e+01 	  3.5822e+00 	 0 	 4 	 4 
-2.1410e+01 	  -0.0000e+00 	 0 	 5 	 0 
3.2284e+00 	  -7.5727e+01 	 0 	 5 	 1 
-2.4092e+01 	  2.8669e+00 	 0 	 5 	 2 
-4.3006e+00 	  -9.0561e+01 	 0 	 5 	 3 
-2.4652e+01 	  2.5991e+00 	 0 	 5 	 4 
8.3019e+00 	  -1.1958e+02 	 0 	 5 	 5 
-1.1353e+02 	  -0.0000e+00 	 0 	 6 	 0 
1.0612e+01 	  1.1818e+02 	 0 	 6 	 1 
-2.1976e+02 	  -4.3659e+00 	 0 	 6 	 2 
-1.8966e+01 	  9.9374e+01 	 0 	 6 	 3 
-2.4595e+02 	  -4.2243e+00 	 0 	 6 	 4 
-1.0416e+01 	  8.9513e+01 	 0 	 6 	 5 
-3.6523e+02 	  -3.1810e+01 	 0 	 6 	 6 
2.0434e+02 	  -0.0000e+00 	 0 	 7 	 0 
1.5150e+01 	  6.5243e+02 	 0 	 7 	 1 
3.9397e+02 	  8.5890e+00 	 0 	 7 	 2 
-4.8365e+01 	  6.7559e+02 	 0 	 7 	 3 
3.9995e+02 	  4.6654e+01 	 0 	 7 	 4 
-7.0302e+01 	  7.7981e+02 	 0 	 7 	 5 
3.3114e+02 	  3.8548e+01 	 0 	 7 	 6 
-1.2488e+02 	  1.1621e+03 	 0 	 7 	 7 
9.8140e+02 	  -0.0000e+00 	 0 	 8 	 0 
5.0328e+01 	  -1.4315e+03 	 0 	 8 	 1 
1.9498e+03 	  4.4114e+01 	 0 	 8 	 2 
5.7154e+01 	  -1.4114e+03 	 0 	 8 	 3 
2.1913e+03 	  1.6930e+02 	 0 	 8 	 4 
7.9469e+01 	  -1.3701e+03 	 0 	 8 	 5 
2.5598e+03 	  2.6206e+02 	 0 	 8 	 6 
1.2238e+02 	  -1.1549e+03 	 0 	 8 	 7 
3.7852e+03 	  4.6686e+02 	 0 	 8 	 8 
-2.5212e+03 	  -0.0000e+00 	 0 	 9 	 0 
8.9708e+01 	  -5.9167e+03 	 0 	 9 	 1 
-5.1466e+03 	  -1.8742e+02 	 0 	 9 	 2 
3.1386e+02 	  -6.1945e+03 	 0 	 9 	 3 
-4.9114e+03 	  -2.6247e+02 	 0 	 9 	 4 
4.8624e+02 	  -6.9894e+03 	 0 	 9 	 5 
-4.6376e+03 	  -3.5436e+02 	 0 	 9 	 6 
8.8972e+02 	  -8.3471e+03 	 0 	 9 	 7 
-4.0150e+03 	  -4.7867e+02 	 0 	 9 	 8 
1.7306e+03 	  -1.2517e+04 	 0 	 9 	 9 
-8.9514e+03 	  -0.0000e+00 	 0 	 10 	 0 
-3.6566e+02 	  1.8174e+04 	 0 	 10 	 1 
-1.8502e+04 	  -5.9835e+02 	 0 	 10 	 2 
-7.2264e+02 	  1.8057e+04 	 0 	 10 	 3 
-1.9776e+04 	  -1.2073e+03 	 0 	 10 	 4 
-1.3962e+03 	  1.7349e+04 	 0 	 10 	 5 
-2.2359e+04 	  -1.8979e+03 	 0 	 10 	 6 
-1.7657e+03 	  1.6326e+04 	 0 	 10 	 7 
-2.7421e+04 	  -3.3097e+03 	 0 	 10 	 8 
-1.9511e+03 	  1.4153e+04 	 0 	 10 	 9 
-4.1918e+04 	  -6.4431e+03 	 0 	 10 	 10 
3.2510e+04 	  -0.0000e+00 	 0 	 11 	 0 
-1.0781e+03 	  5.5474e+04 	 0 	 11 	 1 
6.4733e+04 	  1.9813e+03 	 0 	 11 	 2 
-2.4753e+03 	  5.8231e+04 	 0 	 11 	 3 
6.3732e+04 	  3.7816e+03 	 0 	 11 	 4 
-4.9176e+03 	  6.3545e+04 	 0 	 11 	 5 
6.2053e+04 	  5.9690e+03 	 0 	 11 	 6 
-7.8849e+03 	  7.3200e+04 	 0 	 11 	 7 
5.8314e+04 	  7.3239e+03 	 0 	 11 	 8 
-1.2609e+04 	  9.1387e+04 	 0 	 11 	 9 
5.0315e+04 	  7.7580e+03 	 0 	 11 	 10 
-2.4043e+04 	  1.4191e+05 	 0 	 11 	 11 
8.4324e+04 	  -0.0000e+00 	 0 	 12 	 0 
3.2063e+03 	  -2.3201e+05 	 0 	 12 	 1 
1.7300e+05 	  5.4026e+03 	 0 	 12 	 2 
1.0747e+04 	  -2.3039e+05 	 0 	 12 	 3 
1.8444e+05 	  1.0949e+04 	 0 	 12 	 4 
1.7409e+04 	  -2.2715e+05 	 0 	 12 	 5 
2.0681e+05 	  1.9340e+04 	 0 	 12 	 6 
2.3652e+04 	  -2.2127e+05 	 0 	 12 	 7 
2.4317e+05 	  3.0278e+04 	 0 	 12 	 8 
2.8841e+04 	  -2.0819e+05 	 0 	 12 	 9 
3.0789e+05 	  4.7439e+04 	 0 	 12 	 10 
3.0457e+04 	  -1.7964e+05 	 0 	 12 	 11 
4.8480e+05 	  8.9779e+04 	 0 	 12 	 12 
-4.1510e+05 	  -0.0000e+00 	 0 	 13 	 0 
7.7325e+03 	  -5.1591e+05 	 0 	 13 	 1 
-8.2714e+05 	  -2.4936e+04 	 0 	 13 	 2 
2.4648e+04 	  -5.4010e+05 	 0 	 13 	 3 
-8.2290e+05 	  -5.0831e+04 	 0 	 13 	 4 
4.5469e+04 	  -5.9056e+05 	 0 	 13 	 5 
-8.1090e+05 	  -7.4250e+04 	 0 	 13 	 6 
7.2473e+04 	  -6.7703e+05 	 0 	 13 	 7 
-7.8873e+05 	  -9.5769e+04 	 0 	 13 	 8 
1.1243e+05 	  -8.1214e+05 	 0 	 13 	 9 
-7.4421e+05 	  -1.1412e+05 	 0 	 13 	 10 
1.7716e+05 	  -1.0450e+06 	 0 	 13 	 11 
-6.4368e+05 	  -1.1917e+05 	 0 	 13 	 12 
3.3543e+05 	  -1.6687e+06 	 0 	 13 	 13 
-7.6970e+05 	  -0.0000e+00 	 0 	 14 	 0 
-4.4495e+04 	  2.9640e+06 	 0 	 14 	 1 
-1.5748e+06 	  -4.7621e+04 	 0 	 14 	 2 
-1.3631e+05 	  2.9560e+06 	 0 	 14 	 3 
-1.6927e+06 	  -1.0391e+05 	 0 	 14 	 4 
-2.2395e+05 	  2.9400e+06 	 0 	 14 	 5 
-1.8997e+06 	  -1.7498e+05 	 0 	 14 	 6 
-3.1105e+05 	  2.8999e+06 	 0 	 14 	 7 
-2.2243e+06 	  -2.7104e+05 	 0 	 14 	 8 
-3.8972e+05 	  2.8234e+06 	 0 	 14 	 9 
-2.7249e+06 	  -4.1806e+05 	 0 	 14 	 10 
-4.5204e+05 	  2.6698e+06 	 0 	 14 	 11 
-3.5691e+06 	  -6.6081e+05 	 0 	 14 	 12 
-4.6519e+05 	  2.3145e+06 	 0 	 14 	 13 
-5.7810e+06 	  -1.2541e+06 	 0 	 14 	 14 
