#S 	 T 	  n 	 l 	 m 
2.4105e+06 	  -0.0000e+00 	 0 	 0 	 0 
-3.8059e+03 	  -0.0000e+00 	 0 	 1 	 0 
3.2984e+02 	  1.7123e+02 	 0 	 1 	 1 
-1.9499e+03 	  -0.0000e+00 	 0 	 2 	 0 
-4.9042e+02 	  7.2442e+02 	 0 	 2 	 1 
1.8748e+03 	  -2.3142e+03 	 0 	 2 	 2 
8.9493e+03 	  -0.0000e+00 	 0 	 3 	 0 
5.0044e+03 	  -1.5130e+04 	 0 	 3 	 1 
1.4220e+04 	  1.1478e+04 	 0 	 3 	 2 
-6.2009e+03 	  -1.4957e+04 	 0 	 3 	 3 
5.7878e+03 	  -0.0000e+00 	 0 	 4 	 0 
-3.4971e+04 	  3.4575e+03 	 0 	 4 	 1 
1.7078e+03 	  7.4715e+04 	 0 	 4 	 2 
3.0407e+04 	  -1.6714e+04 	 0 	 4 	 3 
5.1392e+04 	  -2.7905e+04 	 0 	 4 	 4 
4.2892e+04 	  -0.0000e+00 	 0 	 5 	 0 
-7.1858e+04 	  8.6630e+04 	 0 	 5 	 1 
1.5410e+05 	  5.2036e+04 	 0 	 5 	 2 
1.4007e+05 	  5.5063e+04 	 0 	 5 	 3 
8.4468e+04 	  3.4769e+05 	 0 	 5 	 4 
-1.4051e+05 	  9.0583e+04 	 0 	 5 	 5 
1.5013e+05 	  -0.0000e+00 	 0 	 6 	 0 
-9.2364e+04 	  4.3790e+05 	 0 	 6 	 1 
1.7746e+04 	  2.9988e+05 	 0 	 6 	 2 
-3.1223e+05 	  -3.5791e+04 	 0 	 6 	 3 
3.6525e+05 	  5.8844e+05 	 0 	 6 	 4 
-4.9405e+04 	  4.9602e+05 	 0 	 6 	 5 
4.5142e+04 	  1.7218e+05 	 0 	 6 	 6 
9.5252e+05 	  -0.0000e+00 	 0 	 7 	 0 
1.0592e+06 	  -1.1619e+06 	 0 	 7 	 1 
-1.3358e+06 	  9.7607e+05 	 0 	 7 	 2 
-2.3919e+05 	  -3.9502e+05 	 0 	 7 	 3 
-5.7518e+05 	  -1.2113e+06 	 0 	 7 	 4 
-2.6872e+05 	  -1.5431e+05 	 0 	 7 	 5 
-4.9552e+05 	  1.6810e+06 	 0 	 7 	 6 
-7.5449e+04 	  -4.5397e+04 	 0 	 7 	 7 
1.6101e+06 	  -0.0000e+00 	 0 	 8 	 0 
-5.4999e+06 	  5.4801e+06 	 0 	 8 	 1 
2.5946e+05 	  -3.2144e+06 	 0 	 8 	 2 
